ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.040385145694,0.00502215093002,0.0940491557121,0.120975881815,0.739567697048
2,0.732294261456,0.0011789361015,0.0101203294471,0.19426099956,0.0621454939246
3,0.287155985832,0.00303913140669,0.0376297421753,0.118327736855,0.553847432137
4,0.157513707876,0.0115084545687,0.0544782169163,0.240562021732,0.535937547684
5,0.449629932642,0.00180332432501,0.0300490874797,0.372112542391,0.146405160427
6,0.205199465156,0.00255907536484,0.0303915608674,0.506688714027,0.255161136389
7,0.186540797353,0.0235160067677,0.439156204462,0.0382589958608,0.312528014183
8,0.764292120934,0.00728218071163,0.026763793081,0.011043692939,0.19061820209
9,0.873888790607,0.00101894862019,0.00249671330675,0.0659903511405,0.0566051565111
10,0.510172307491,0.00124069675803,0.0488488674164,0.360622793436,0.0791153162718
11,0.764505326748,0.000714431051165,0.00473527843133,0.130036592484,0.100008361042
12,0.0346316881478,0.00424181576818,0.336927086115,0.21172504127,0.412474393845
13,0.671922028065,0.00107157242019,0.014694002457,0.0744296237826,0.237882778049
14,0.478239744902,0.00157268159091,0.0201125070453,0.421435296535,0.0786398425698
15,0.837519943714,0.000627722241916,0.00579266762361,0.125213190913,0.0308464746922
16,0.825181007385,0.000983111560345,0.00308187678456,0.102715827525,0.0680381804705
17,0.339190393686,0.000940278056078,0.0549763850868,0.475106030703,0.129786938429
18,0.508980095387,0.00112540554255,0.0187612324953,0.407948255539,0.0631849765778
19,0.247440367937,0.00455859070644,0.0623119063675,0.216144472361,0.469544678926
20,0.0217032153159,0.00312855211087,0.190335735679,0.0636795684695,0.721152901649
21,0.426283717155,0.00301565881819,0.0368808656931,0.164071187377,0.369748592377
22,0.000129238906084,0.00663793366402,0.0490001775324,0.00153940496966,0.942693293095
23,0.60642939806,0.00105279614218,0.0140861561522,0.157551109791,0.220880523324
24,0.00153574883007,0.00625498592854,0.0142692159861,0.00087604613509,0.977063953876
25,0.707872033119,0.000726570026018,0.00832372531295,0.157975271344,0.125102385879
26,0.261287838221,0.00252033467405,0.0351292937994,0.090914554894,0.610148012638
27,0.865557551384,0.00121108582243,0.00348623958416,0.0061894422397,0.123555712402
28,0.1757247895,0.0440721474588,0.209449872375,0.0167533811182,0.553999781609
29,0.333206564188,0.00139638187829,0.0413457229733,0.499304950237,0.124746382236
30,0.357617408037,0.00137283361983,0.0297127943486,0.521592915058,0.0897040367126
31,0.288101166487,0.00128943426535,0.0339398980141,0.410030424595,0.266639083624
32,0.839199483395,0.00143537786789,0.0016054204898,0.0386396758258,0.119120016694
33,0.242108687758,0.00249421410263,0.08027549088,0.0929718539119,0.582149744034
34,0.9861561656,0.000520740053616,0.000904573593289,0.00484736636281,0.00757123343647
35,0.285267263651,0.0473592057824,0.0629666447639,0.00978518743068,0.59462171793
36,0.428166985512,0.00147030735388,0.0230197422206,0.173442989588,0.373899996281
37,0.140357479453,0.00816966127604,0.0808160454035,0.0299175567925,0.740739285946
38,0.923479020596,0.00050685997121,0.00132940826006,0.022697839886,0.0519868507981
39,0.292755365372,0.00118847913109,0.0382863432169,0.40417599678,0.263593792915
40,0.396934807301,0.00117187981959,0.0224485993385,0.200949072838,0.378495663404
41,0.0603278726339,0.0030664387159,0.0369931086898,0.207648783922,0.691963791847
42,0.000860517262481,0.0204285923392,0.0129336295649,0.00050604401622,0.965271174908
43,0.615236699581,0.0045917336829,0.0233267992735,0.116227045655,0.240617692471
44,0.00175681174733,0.0260012689978,0.0270736217499,0.00537548214197,0.939792871475
45,0.206668719649,0.00262939417735,0.0602335855365,0.156787797809,0.573680520058
46,0.39415127039,0.0019631057512,0.0252296552062,0.240465506911,0.338190436363
47,0.310318350792,0.00514156324789,0.0690247192979,0.223095148802,0.392420262098
48,0.473477005959,0.00178367644548,0.0948546007276,0.244704425335,0.185180336237
49,0.308462232351,0.00132678996306,0.0320084355772,0.362559080124,0.295643478632
50,0.0335158221424,0.00394131056964,0.047183021903,0.132516339421,0.782843470573
51,0.110218726099,0.0192404296249,0.117723330855,0.0195258930326,0.733291566372
52,0.206378683448,0.00208960217424,0.0308582577854,0.653504431248,0.107169046998
53,0.9622169137,0.000648552144412,0.00180893321522,0.00600143708289,0.0293241646141
54,0.239220052958,0.0129044484347,0.120702631772,0.00437145540491,0.622801423073
55,0.0183419585228,0.011756031774,0.220988571644,0.109863594174,0.639049828053
56,0.413212299347,0.00421062111855,0.164983123541,0.198883697391,0.218710303307
57,0.554330408573,0.00120020541362,0.0198821406811,0.312736421824,0.111850783229
58,0.000201292161364,0.0227296613157,0.0554596595466,0.00132296653464,0.920286476612
59,0.00549365254119,0.0111030517146,0.0422389470041,0.00398599449545,0.937178432941
60,0.706400334835,0.00121966644656,0.0042135133408,0.0306358449161,0.257530629635
61,0.537570416927,0.00127554114442,0.0154144335538,0.373141974211,0.0725976377726
62,0.145438298583,0.00132045627106,0.096087180078,0.55764746666,0.199506595731
63,0.330978900194,0.00246246345341,0.0285119246691,0.214576154947,0.423470556736
64,0.00105692725629,0.018592460081,0.0266832113266,0.00122231245041,0.952445089817
65,0.0318135358393,0.0208667423576,0.0341027639806,0.00115210551303,0.91206485033
66,0.796826124191,0.00166912842542,0.00539178773761,0.155162885785,0.0409500226378
